time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,version,priority_area_flag,education_investment_area_flag,school_type,gender,no_schools,t_rwm_eligible_pupils,t_rwm_met_expected_standard,t_rwm_met_higher_standard,t_read_eligible_pupils,t_read_met_expected_standard,t_read_met_higher_standard,t_read_not_achieved_expected_standard,t_read_working_below_assessment,t_read_absent,t_read_unable_to_access_or_just_arrived,t_read_unable_to_access,t_read_avg_scaled_score_eligible_pupils,t_read_sum_scaled_scores,t_gps_eligible_pupils,t_gps_met_expected_standard,t_gps_met_higher_standard,t_gps_not_achieved_expected_standard,t_gps_working_below_assessment,t_gps_absent,t_gps_unable_to_access_or_just_arrived,t_gps_unable_to_access,t_gps_avg_scaled_score_eligible_pupils,t_gps_sum_scaled_scores,t_mat_eligible_pupils,t_mat_met_expected_standard,t_mat_met_higher_standard,t_mat_not_achieved_expected_standard,t_mat_working_below_assessment,t_mat_absent,t_mat_unable_to_access_or_just_arrived,t_mat_unable_to_access,t_mat_avg_scaled_score_eligible_pupils,t_mat_sum_scaled_scores,t_writta_eligible_pupils,t_writta_met_expected_standard,t_writta_met_higher_standard,t_writta_working_towards_expected_standard,t_writta_pre_key_stage_standard_6,t_writta_pre_key_stage_standard_5,t_writta_pre_key_stage_standard_4,t_writta_pre_key_stage_standard_3,t_writta_pre_key_stage_standard_2,t_writta_pre_key_stage_standard_1,t_writta_growing_development_of_expected_standard,t_writta_early_development_of_expected_standard,t_writta_foundations_of_expected_standard,t_writta_engagement_model_or_below_pre_key_stage_standards,t_writta_below_interim_pre_key_stage_standards,t_writta_absent,t_writta_disapplied,t_scita_eligible_pupils,t_scita_met_expected_standard,t_scita_not_met_expected_standard,t_scita_absent,t_scita_disapplied,pt_rwm_met_expected_standard,pt_rwm_met_higher_standard,pt_read_met_expected_standard,pt_read_met_higher_standard,pt_read_not_achieved_expected_standard,pt_read_working_below_assessment,pt_read_absent,pt_read_unable_to_access_or_just_arrived,pt_read_unable_to_access,avg_read_scaled_score,pt_gps_met_expected_standard,pt_gps_met_higher_standard,pt_gps_not_achieved_expected_standard,pt_gps_working_below_assessment,pt_gps_absent,pt_gps_unable_to_access_or_just_arrived,pt_gps_unable_to_access,avg_gps_scaled_score,pt_mat_met_expected_standard,pt_mat_met_higher_standard,pt_mat_not_achieved_expected_standard,pt_mat_working_below_assessment,pt_mat_absent,pt_mat_unable_to_access_or_just_arrived,pt_mat_unable_to_access,avg_mat_scaled_score,pt_writta_met_expected_standard,pt_writta_met_higher_standard,pt_writta_working_towards_expected_standard,pt_writta_pre_key_stage_standard_6,pt_writta_pre_key_stage_standard_5,pt_writta_pre_key_stage_standard_4,pt_writta_pre_key_stage_standard_3,pt_writta_pre_key_stage_standard_2,pt_writta_pre_key_stage_standard_1,pt_writta_growing_development_of_expected_standard,pt_writta_early_development_of_expected_standard,pt_writta_foundations_of_expected_standard,pt_writta_engagement_model_or_below_pre_key_stage_standards,pt_writta_below_interim_pre_key_stage_standards,pt_writta_absent,pt_writta_disapplied,pt_scita_met_expected_standard,pt_scita_not_met_expected_standard,pt_scita_absent,pt_scita_disapplied
201516,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Final,0,0,State-funded schools,Boys,70,1252,729,80,1252,856,232,357,35,2,z,2,1204,123977,1252,908,244,303,37,2,z,2,1211,125687,1252,953,269,259,37,2,z,1,1212,126324,1252,941,203,225,z,z,z,z,z,z,45,19,14,z,5,2,1,1252,1068,181,2,1,58,6,68,19,29,3,0,z,0,103,73,19,24,3,0,z,0,104,76,21,21,3,0,z,0,104,75,16,18,z,z,z,z,z,z,4,2,1,z,0,0,0,85,14,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,208,E09000022,Lambeth,Final,0,0,State-funded schools,Boys,62,1379,830,96,1379,971,278,355,52,1,z,0,1321,136645,1379,1053,338,276,50,0,z,0,1329,139152,1379,1102,326,228,48,1,z,0,1330,139578,1379,1051,196,250,z,z,z,z,z,z,34,21,6,z,14,0,0,1379,1149,226,0,1,60,7,70,20,26,4,0,z,0,103,76,25,20,4,0,z,0,105,80,24,17,3,0,z,0,105,76,14,18,z,z,z,z,z,z,2,2,0,z,1,0,0,83,16,0,0
201516,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Final,0,0,State-funded schools,Girls,129,2900,1513,161,2902,1952,601,872,70,5,z,3,2810,289319,2902,2103,643,725,66,5,z,3,2827,293753,2902,1828,367,991,73,8,z,2,2819,286282,2900,2223,511,505,z,z,z,z,z,z,95,34,19,z,16,5,2,2900,2392,500,6,1,52,6,67,21,30,2,0,z,0,103,72,22,25,2,0,z,0,104,63,13,34,3,0,z,0,102,77,18,17,z,z,z,z,z,z,3,1,1,z,1,0,0,82,17,0,0
201516,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Final,0,0,State-funded schools,Boys,129,3042,1367,121,3042,1859,445,1037,131,13,z,2,2877,292019,3042,1862,452,1039,126,11,z,4,2900,295385,3042,1968,452,943,111,17,z,3,2909,297149,3042,1929,290,822,z,z,z,z,z,z,140,64,33,z,40,6,7,3042,2402,625,9,5,45,4,61,15,34,4,0,z,0,102,61,15,34,4,0,z,0,102,65,15,31,4,1,z,0,102,63,10,27,z,z,z,z,z,z,5,2,1,z,1,0,0,79,21,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,204,E09000012,Hackney,Final,0,0,State-funded schools,Girls,55,1173,783,116,1173,878,287,261,33,1,z,0,1138,118684,1173,956,333,185,30,2,z,0,1141,120541,1173,921,209,221,29,2,z,0,1142,118686,1173,1043,340,87,z,z,z,z,z,z,20,7,6,z,6,1,1,1173,1047,121,1,2,67,10,75,24,22,3,0,z,0,104,82,28,16,3,0,z,0,106,79,18,19,2,0,z,0,104,89,29,7,z,z,z,z,z,z,2,1,1,z,1,0,0,89,10,0,0
201516,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Final,1,1,State-funded schools,Boys,88,2087,1001,79,2087,1208,242,798,80,1,z,0,1993,200862,2087,1432,403,579,74,2,z,0,2011,207748,2087,1478,380,536,71,2,z,0,2013,207864,2087,1427,178,465,z,z,z,z,z,z,121,33,18,z,19,1,3,2087,1587,493,1,6,48,4,58,12,38,4,0,z,0,101,69,19,28,4,0,z,0,103,71,18,26,3,0,z,0,103,68,9,22,z,z,z,z,z,z,6,2,1,z,1,0,0,76,24,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Final,0,0,State-funded schools,Girls,43,1026,626,88,1026,753,257,253,18,2,z,0,1002,104650,1026,822,355,191,12,1,z,0,1013,107514,1026,777,250,231,17,1,z,0,1008,104971,1026,808,203,178,z,z,z,z,z,z,32,5,3,z,0,0,0,1026,851,175,0,0,61,9,73,25,25,2,0,z,0,104,80,35,19,1,0,z,0,106,76,24,23,2,0,z,0,104,79,20,17,z,z,z,z,z,z,3,0,0,z,0,0,0,83,17,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Final,0,0,State-funded schools,Boys,43,987,522,50,987,652,182,313,21,1,z,0,965,98959,987,742,256,229,16,0,z,0,970,101434,987,746,247,225,16,0,z,0,971,101392,987,657,119,255,z,z,z,z,z,z,53,20,2,z,0,0,0,987,799,188,0,0,53,5,66,18,32,2,0,z,0,103,75,26,23,2,0,z,0,105,76,25,23,2,0,z,0,104,67,12,26,z,z,z,z,z,z,5,2,0,z,0,0,0,81,19,0,0
201516,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Final,0,1,State-funded schools,Boys,210,2725,1518,149,2725,1814,456,779,126,5,z,1,2588,265302,2725,1950,489,651,120,3,z,1,2601,268956,2725,2012,488,587,122,3,z,1,2599,270076,2725,1984,348,500,z,z,z,z,z,z,100,59,49,z,31,1,1,2725,2183,540,1,1,56,5,67,17,29,5,0,z,0,103,72,18,24,4,0,z,0,103,74,18,22,4,0,z,0,104,73,13,18,z,z,z,z,z,z,4,2,2,z,1,0,0,80,20,0,0
201516,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Final,0,1,State-funded schools,Girls,208,2644,1665,166,2644,1933,594,660,40,7,z,4,2592,269018,2644,2124,697,470,39,7,z,4,2594,273267,2644,2009,415,581,42,8,z,4,2590,268374,2644,2224,601,314,z,z,z,z,z,z,60,17,17,z,10,2,0,2644,2248,394,2,0,63,6,73,22,25,2,0,z,0,104,80,26,18,1,0,z,0,105,76,16,22,2,0,z,0,104,84,23,12,z,z,z,z,z,z,2,1,1,z,0,0,0,85,15,0,0
201516,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Final,0,1,State-funded schools,Boys,44,770,414,49,770,498,113,243,28,0,z,1,738,75330,770,532,122,210,27,0,z,1,742,76351,770,585,143,155,29,0,z,1,740,76691,770,583,147,139,z,z,z,z,z,z,23,5,6,z,14,0,0,770,636,134,0,0,54,6,65,15,32,4,0,z,0,102,69,16,27,4,0,z,0,103,76,19,20,4,0,z,0,104,76,19,18,z,z,z,z,z,z,3,1,1,z,2,0,0,83,17,0,0
201516,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Final,0,1,State-funded schools,Girls,44,764,467,51,764,541,156,207,15,0,z,1,747,77280,764,611,194,138,14,0,z,1,749,78726,764,565,112,183,15,0,z,1,748,77290,764,667,246,74,z,z,z,z,z,z,7,2,4,z,9,0,0,764,670,92,0,0,61,7,71,20,27,2,0,z,0,103,80,25,18,2,0,z,0,105,74,15,24,2,0,z,0,103,87,32,10,z,z,z,z,z,z,1,0,1,z,1,0,0,88,12,0,0
201516,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Final,1,1,State-funded schools,Girls,87,1991,1066,84,1992,1281,298,678,33,0,z,0,1948,198147,1991,1559,522,398,32,2,z,0,1957,205195,1991,1393,267,556,39,3,z,0,1948,199661,1991,1568,274,309,z,z,z,z,z,z,74,19,12,z,8,0,1,1991,1574,415,0,2,54,4,64,15,34,2,0,z,0,102,78,26,20,2,0,z,0,105,70,13,28,2,0,z,0,102,79,14,16,z,z,z,z,z,z,4,1,1,z,0,0,0,79,21,0,0
201516,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Final,1,1,State-funded schools,Girls,33,821,423,31,821,522,114,282,16,1,z,0,797,80968,821,597,186,207,16,1,z,0,803,83356,821,554,90,249,17,1,z,0,803,81953,821,676,152,111,z,z,z,z,z,z,14,7,9,z,3,1,0,821,696,124,1,0,52,4,64,14,34,2,0,z,0,102,73,23,25,2,0,z,0,104,67,11,30,2,0,z,0,102,82,19,14,z,z,z,z,z,z,2,1,1,z,0,0,0,85,15,0,0
201516,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Final,1,1,State-funded schools,Boys,33,848,386,24,848,495,97,326,25,1,z,1,818,82461,848,553,123,272,20,2,z,1,825,84199,848,598,117,229,19,1,z,1,827,85096,848,601,94,189,z,z,z,z,z,z,30,12,11,z,4,1,0,848,700,147,1,0,46,3,58,11,38,3,0,z,0,101,65,15,32,2,0,z,0,102,71,14,27,2,0,z,0,103,71,11,22,z,z,z,z,z,z,4,1,1,z,0,0,0,83,17,0,0
201516,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Final,0,0,State-funded schools,Boys,63,1646,866,102,1646,1098,283,497,49,2,z,0,1586,162528,1646,1157,345,436,50,3,z,0,1593,165079,1646,1189,334,405,47,5,z,0,1594,165248,1646,1138,201,387,z,z,z,z,z,z,62,20,10,z,24,0,4,1646,1312,329,0,4,53,6,67,17,30,3,0,z,0,102,70,21,26,3,0,z,0,104,72,20,25,3,0,z,0,104,69,12,24,z,z,z,z,z,z,4,1,1,z,1,0,0,80,20,0,0
201516,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Final,0,0,State-funded schools,Girls,63,1581,935,111,1582,1144,336,411,24,2,z,1,1552,160889,1582,1272,466,282,24,3,z,1,1554,164221,1582,1138,264,414,25,4,z,1,1552,160180,1581,1330,343,203,z,z,z,z,z,z,21,3,7,z,12,1,2,1581,1377,200,1,1,59,7,72,21,26,2,0,z,0,104,80,29,18,2,0,z,0,106,72,17,26,2,0,z,0,103,84,22,13,z,z,z,z,z,z,1,0,0,z,1,0,0,87,13,0,0
201516,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Final,0,0,State-funded schools,Girls,80,1255,729,63,1255,848,204,386,18,3,z,0,1225,125291,1255,987,331,248,17,3,z,0,1235,129610,1255,918,192,312,21,4,z,0,1230,126699,1255,1045,277,176,z,z,z,z,z,z,22,4,1,z,5,1,1,1255,1060,193,1,1,58,5,68,16,31,1,0,z,0,102,79,26,20,1,0,z,0,105,73,15,25,2,0,z,0,103,83,22,14,z,z,z,z,z,z,2,0,0,z,0,0,0,84,15,0,0
201516,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Final,0,0,State-funded schools,Boys,80,1326,635,41,1326,751,144,516,56,2,z,1,1260,126547,1326,872,223,399,54,1,z,0,1271,130313,1326,928,211,346,49,2,z,1,1274,131269,1326,909,125,332,z,z,z,z,z,z,52,14,6,z,8,0,5,1326,1034,288,0,4,48,3,57,11,39,4,0,z,0,100,66,17,30,4,0,z,0,103,70,16,26,4,0,z,0,103,69,9,25,z,z,z,z,z,z,4,1,0,z,1,0,0,78,22,0,0
201516,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Final,0,0,State-funded schools,Girls,103,1761,1074,127,1761,1283,388,447,27,4,z,0,1723,178663,1761,1393,509,337,26,4,z,1,1730,182232,1761,1292,280,437,27,4,z,1,1729,178516,1761,1461,407,229,z,z,z,z,z,z,40,6,9,z,14,0,2,1761,1512,247,0,2,61,7,73,22,25,2,0,z,0,104,79,29,19,1,0,z,0,105,73,16,25,2,0,z,0,103,83,23,13,z,z,z,z,z,z,2,0,1,z,1,0,0,86,14,0,0
201516,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Final,0,0,State-funded schools,Boys,104,1814,970,61,1814,1192,285,569,49,4,z,0,1750,178678,1814,1293,319,473,43,5,z,0,1766,182211,1814,1362,301,405,39,7,z,1,1766,182816,1814,1299,209,391,z,z,z,z,z,z,79,14,18,z,13,0,0,1814,1476,337,0,1,53,3,66,16,31,3,0,z,0,102,71,18,26,2,0,z,0,103,75,17,22,2,0,z,0,104,72,12,22,z,z,z,z,z,z,4,1,1,z,1,0,0,81,19,0,0
201516,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Final,0,0,State-funded schools,Boys,56,1142,593,59,1142,741,185,363,37,0,z,1,1097,111936,1142,784,209,320,33,3,z,2,1104,113416,1142,827,195,281,31,1,z,2,1106,114153,1142,803,176,224,z,z,z,z,z,z,53,29,25,z,5,0,3,1142,906,236,0,0,52,5,65,16,32,3,0,z,0,102,69,18,28,3,0,z,0,103,72,17,25,3,0,z,0,103,70,15,20,z,z,z,z,z,z,5,3,2,z,0,0,0,79,21,0,0
201516,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Final,0,0,State-funded schools,Girls,54,1099,670,72,1099,825,248,261,12,0,z,1,1082,112555,1099,867,277,218,13,0,z,1,1084,113553,1099,798,145,286,13,1,z,1,1084,111401,1099,903,295,166,z,z,z,z,z,z,16,6,5,z,3,0,0,1099,947,152,0,0,61,7,75,23,24,1,0,z,0,104,79,25,20,1,0,z,0,105,73,13,26,1,0,z,0,103,82,27,15,z,z,z,z,z,z,1,1,0,z,0,0,0,86,14,0,0
201516,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Final,0,0,State-funded schools,Boys,201,3735,1865,165,3735,2313,534,1288,123,10,z,1,3582,363859,3735,2517,638,1090,117,10,z,1,3607,370836,3735,2568,627,1036,115,15,z,1,3603,370775,3735,2538,423,900,z,z,z,z,z,z,166,60,30,z,40,1,0,3735,3079,655,1,0,50,4,62,14,34,3,0,z,0,102,67,17,29,3,0,z,0,103,69,17,28,3,0,z,0,103,68,11,24,z,z,z,z,z,z,4,2,1,z,1,0,0,82,18,0,0
201516,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Final,0,0,State-funded schools,Girls,201,3423,1913,191,3423,2370,708,990,53,9,z,0,3351,345719,3423,2636,837,732,49,5,z,0,3368,352208,3423,2322,438,1038,54,8,z,0,3359,343519,3423,2779,659,513,z,z,z,z,z,z,83,19,7,z,22,0,0,3423,2915,508,0,0,56,6,69,21,29,2,0,z,0,103,77,24,21,1,0,z,0,105,68,13,30,2,0,z,0,102,81,19,15,z,z,z,z,z,z,2,1,0,z,1,0,0,85,15,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,203,E09000011,Greenwich,Final,0,0,State-funded schools,Girls,66,1412,934,159,1412,1070,358,307,32,3,z,0,1372,143674,1412,1143,446,234,34,1,z,0,1377,145865,1412,1100,306,275,33,4,z,0,1375,143726,1412,1229,449,143,z,z,z,z,z,z,15,7,4,z,12,0,2,1412,1257,153,0,2,66,11,76,25,22,2,0,z,0,105,81,32,17,2,0,z,0,106,78,22,19,2,0,z,0,105,87,32,10,z,z,z,z,z,z,1,0,0,z,1,0,0,89,11,0,0
201516,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Final,0,0,State-funded schools,Boys,28,1006,513,64,1009,601,169,377,30,1,z,0,972,98411,1009,736,227,245,27,1,z,0,981,101747,1009,736,223,244,28,1,z,0,980,101925,1006,744,144,215,z,z,z,z,z,z,23,8,4,z,10,1,0,1007,803,202,1,0,51,6,60,17,37,3,0,z,0,101,73,22,24,3,0,z,0,104,73,22,24,3,0,z,0,104,74,14,21,z,z,z,z,z,z,2,1,0,z,1,0,0,80,20,0,0
201516,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Final,0,0,State-funded schools,Girls,27,948,554,87,949,656,197,278,14,1,z,0,931,96034,949,772,282,161,15,1,z,0,933,98803,949,691,181,242,15,1,z,0,933,96592,948,806,224,118,z,z,z,z,z,z,11,1,7,z,5,0,0,949,824,125,0,0,58,9,69,21,29,1,0,z,0,103,81,30,17,2,0,z,0,106,73,19,26,2,0,z,0,104,85,24,12,z,z,z,z,z,z,1,0,1,z,1,0,0,87,13,0,0
201516,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Final,0,0,State-funded schools,Girls,82,1494,915,101,1494,1093,352,367,33,1,z,0,1458,151664,1494,1207,409,254,31,2,z,0,1461,153942,1494,1088,239,370,34,2,z,0,1458,150711,1494,1223,282,205,z,z,z,z,z,z,38,6,12,z,9,1,0,1494,1264,227,1,2,61,7,73,24,25,2,0,z,0,104,81,27,17,2,0,z,0,105,73,16,25,2,0,z,0,103,82,19,14,z,z,z,z,z,z,3,0,1,z,1,0,0,85,15,0,0
201516,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Final,0,0,State-funded schools,Boys,82,1671,917,117,1671,1103,342,518,49,1,z,0,1618,166381,1671,1234,382,383,51,3,z,0,1617,168556,1671,1255,371,366,47,3,z,0,1621,169158,1671,1195,235,357,z,z,z,z,z,z,64,28,16,z,8,0,3,1671,1356,312,0,3,55,7,66,20,31,3,0,z,0,103,74,23,23,3,0,z,0,104,75,22,22,3,0,z,0,104,72,14,21,z,z,z,z,z,z,4,2,1,z,0,0,0,81,19,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Final,0,0,State-funded schools,Girls,35,998,666,142,998,758,281,223,13,4,z,0,981,103129,998,837,423,144,13,4,z,0,981,105550,998,786,281,192,15,5,z,0,978,103242,998,888,286,88,z,z,z,z,z,z,14,3,3,z,1,0,1,998,886,111,0,1,67,14,76,28,22,1,0,z,0,105,84,42,14,1,0,z,0,108,79,28,19,2,1,z,0,106,89,29,9,z,z,z,z,z,z,1,0,0,z,0,0,0,89,11,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Final,0,0,State-funded schools,Boys,36,1007,632,93,1007,716,214,269,18,4,z,0,982,101756,1007,770,313,216,17,4,z,0,986,103891,1007,817,323,173,15,2,z,0,990,105015,1007,779,158,166,z,z,z,z,z,z,40,13,4,z,3,1,1,1007,832,173,0,2,63,9,71,21,27,2,0,z,0,104,76,31,21,2,0,z,0,105,81,32,17,1,0,z,0,106,77,16,16,z,z,z,z,z,z,4,1,0,z,0,0,0,83,17,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,301,E09000002,Barking and Dagenham,Final,0,0,State-funded schools,Boys,39,1522,824,71,1522,938,188,528,53,3,z,0,1444,146118,1522,1129,364,341,49,3,z,0,1469,153074,1522,1145,312,323,50,4,z,0,1468,152897,1522,1117,188,309,z,z,z,z,z,z,53,9,7,z,23,1,2,1522,1223,295,1,2,54,5,62,12,35,3,0,z,0,101,74,24,22,3,0,z,0,104,75,20,21,3,0,z,0,104,73,12,20,z,z,z,z,z,z,3,1,0,z,2,0,0,80,19,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,301,E09000002,Barking and Dagenham,Final,0,0,State-funded schools,Girls,40,1524,949,110,1524,1042,276,453,24,3,z,1,1485,152601,1524,1254,541,241,24,3,z,1,1494,159023,1524,1192,280,303,24,3,z,1,1495,155589,1524,1308,324,172,z,z,z,z,z,z,21,10,2,z,10,0,0,1524,1302,221,0,0,62,7,68,18,30,2,0,z,0,103,82,35,16,2,0,z,0,106,78,18,20,2,0,z,0,104,86,21,11,z,z,z,z,z,z,1,1,0,z,1,0,0,85,15,0,0
201516,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Final,0,1,State-funded schools,Boys,88,1966,884,65,1967,1126,239,757,75,6,z,3,1856,186685,1967,1367,387,522,73,2,z,3,1887,194722,1966,1322,306,569,68,4,z,3,1890,193950,1967,1280,159,506,z,z,z,z,z,z,109,31,24,z,15,2,0,1967,1453,512,2,0,45,3,57,12,38,4,0,z,0,101,69,20,27,4,0,z,0,103,67,16,29,3,0,z,0,103,65,8,26,z,z,z,z,z,z,6,2,1,z,1,0,0,74,26,0,0
201516,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Final,0,1,State-funded schools,Girls,88,1824,985,75,1825,1200,311,587,36,2,z,0,1771,180968,1825,1438,510,350,36,1,z,0,1788,188166,1824,1231,191,560,32,1,z,0,1788,182265,1825,1435,261,318,z,z,z,z,z,z,44,7,6,z,14,0,1,1825,1464,360,0,1,54,4,66,17,32,2,0,z,0,102,79,28,19,2,0,z,0,105,67,10,31,2,0,z,0,102,79,14,17,z,z,z,z,z,z,2,0,0,z,1,0,0,80,20,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,Final,0,0,State-funded schools,Girls,63,1963,1109,122,1963,1289,338,630,40,2,z,2,1907,195165,1963,1594,553,324,40,4,z,1,1918,202475,1963,1427,293,498,35,1,z,2,1924,198187,1963,1647,362,233,z,z,z,z,z,z,49,13,10,z,9,0,0,1963,1607,354,0,0,56,6,66,17,32,2,0,z,0,102,81,28,17,2,0,z,0,106,73,15,25,2,0,z,0,103,84,18,12,z,z,z,z,z,z,2,1,1,z,0,0,0,82,18,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,208,E09000022,Lambeth,Final,0,0,State-funded schools,Girls,62,1390,891,129,1390,1041,366,321,25,3,z,0,1359,141986,1390,1146,449,218,25,1,z,0,1364,144930,1390,1099,290,263,25,3,z,0,1362,142370,1390,1190,323,162,z,z,z,z,z,z,14,5,3,z,8,0,4,1390,1220,163,0,3,64,9,75,26,23,2,0,z,0,104,82,32,16,2,0,z,0,106,79,21,19,2,0,z,0,105,86,23,12,z,z,z,z,z,z,1,0,0,z,1,0,0,88,12,0,0
201516,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Final,1,1,State-funded schools,Boys,51,756,320,18,756,437,102,291,27,1,z,0,720,72677,756,488,122,242,25,1,z,0,730,74586,756,474,90,255,26,1,z,0,729,74373,756,440,42,225,z,z,z,z,z,z,51,15,10,z,11,1,2,756,531,221,1,2,42,2,58,13,38,4,0,z,0,101,65,16,32,3,0,z,0,102,63,12,34,3,0,z,0,102,58,6,30,z,z,z,z,z,z,7,2,1,z,1,0,0,70,29,0,0
201516,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Final,1,1,State-funded schools,Girls,51,721,371,24,721,500,113,211,10,0,z,0,707,72575,721,550,153,160,10,1,z,0,710,73820,721,484,67,224,12,1,z,0,708,72215,721,533,79,157,z,z,z,z,z,z,18,3,5,z,4,0,1,721,579,141,0,1,51,3,69,16,29,1,0,z,0,103,76,21,22,1,0,z,0,104,67,9,31,2,0,z,0,102,74,11,22,z,z,z,z,z,z,2,0,1,z,1,0,0,80,20,0,0
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Final,0,1,State-funded schools,Boys,74,1418,732,34,1418,934,223,420,63,0,z,1,1349,138287,1418,1041,265,317,57,0,z,3,1358,140956,1418,1060,263,301,53,2,z,2,1361,141577,1418,976,76,293,z,z,z,z,z,z,76,41,19,z,12,0,1,1418,1164,246,0,8,52,2,66,16,30,4,0,z,0,103,73,19,22,4,0,z,0,104,75,19,21,4,0,z,0,104,69,5,21,z,z,z,z,z,z,5,3,1,z,1,0,0,82,17,0,1
201516,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Final,0,0,State-funded schools,Girls,32,641,418,57,641,499,196,127,13,2,z,0,626,65985,641,504,199,123,13,1,z,0,627,66318,641,474,130,153,14,0,z,0,627,65150,641,525,132,92,z,z,z,z,z,z,11,2,2,z,7,0,0,641,555,84,0,0,65,9,78,31,20,2,0,z,0,105,79,31,19,2,0,z,0,106,74,20,24,2,0,z,0,104,82,21,14,z,z,z,z,z,z,2,0,0,z,1,0,0,87,13,0,0
201516,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Final,0,0,State-funded schools,Boys,33,699,374,47,699,469,140,202,25,2,z,1,668,68946,699,484,152,189,25,1,z,0,672,69719,699,503,165,170,25,1,z,0,673,70183,699,475,95,171,z,z,z,z,z,z,28,3,10,z,10,0,0,699,581,116,0,0,54,7,67,20,29,4,0,z,0,103,69,22,27,4,0,z,0,104,72,24,24,4,0,z,0,104,68,14,24,z,z,z,z,z,z,4,0,1,z,1,0,0,83,17,0,0
201516,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Final,1,1,State-funded schools,Boys,59,1507,701,61,1507,877,170,555,71,3,z,1,1409,141916,1507,980,246,456,67,3,z,1,1435,146812,1507,976,235,463,64,3,z,1,1439,147165,1507,998,158,384,z,z,z,z,z,z,79,17,18,z,9,1,1,1507,1142,363,1,1,47,4,58,11,37,5,0,z,0,101,65,16,30,4,0,z,0,102,65,16,31,4,0,z,0,102,66,10,25,z,z,z,z,z,z,5,1,1,z,1,0,0,76,24,0,0
